1099,648.64
418.02,66.376
918.64,1992.4
375.89,670.21
146.7,230.53
1278.2,1431.4
464,297.09
339.36,109.77
1785.6,699.34
1116.2,967.79
1140,18.833
202.29,219.34
576.31,1083.9
1724.8,1860.8
1667.2,1606.7
1243.1,148.31
104.43,414.14
1505.9,1460.4
1931.9,177.5
1535.3,1506.4
337.2,226.96
222.4,253.97
1024.6,1341.5
1409.7,1636.2
1077.4,199.08
460.62,838.63
1895.8,139.41
1469.5,1070.1
1814.7,246.44
960.83,1472.3
719.35,1971.6
364.68,725.97
1507.7,1768
1417.8,1115.3
1771.2,802.71
1806.7,773.58
629.34,746.05
204.38,2097.4
510.83,661.59
492.27,794.51
1614.2,1736.7
446.11,123.26
1208.4,1641.1
1756,177.52
614.68,147.11
1273.4,253.08
1238.2,1120
1671.3,1513.6
1249.4,103.84
1747.1,631.65
1229.5,35.119
1000.9,1404.2
1102.5,859
767.84,169.93
127.13,1901.9
333.61,876.6
81.35,210.51
601.67,1259
377.72,453.87
87.721,446.2
405.89,750.43
1516.1,1501.2
753.55,2125.3
1694.5,368.92
1045.8,206.9
568.48,152.87
682.91,1546.5
833.34,1988.5
1310,252.34
1242.2,1529.6
1662,1976.5
180.25,137.82
915.9,1387.9
1700.1,745.17
1743.9,638.08
1072.2,542.61
898.87,818.65
1217.4,49.556
1570.1,1501.3
1263.7,1480.3
517.27,1139
1701.6,2027.3
811.19,1915.8
948.88,1194.5
1650.7,950.23
-26.855,1975.3
402.75,663.89
1781.7,131.02
1320.6,1556.4
152,1934.2
935.75,1403.8
1568.9,1199.5
89.621,1889.2
843.88,517.57
1694,2032.1
1533.7,1174.1
908.92,1950.9
1247.9,1283.8
1873.1,1550.5
906.94,1404.2
1690.3,247.26
556.55,792.8
1082.6,794.02
2019.9,203.76
477.09,212.8
1884.4,66.455
877.82,574.13
1576.6,1614.3
669.04,1815.2
1873.4,194.07
629.54,1198.5
1026.8,729.5
1150.6,418.58
776.36,1574.4
1564.3,657.58
1353.3,895.09
703.96,887.94
742.66,322.3
993.63,848.47
1743.2,335.43
869.37,2083.5
1686.7,1669.5
1786.5,284.19
1480.3,1427.9
2123.5,159.99
1639.9,823.48
140.57,1932.8
1676.8,1417.8
2143.8,324.68
934.78,1813.3
419.01,181.29
1534.8,668.95
442.64,55.563
1775.6,89.091
1039.8,625.35
432.36,221.31
1724.3,1377.3
740.4,1839.6
1166.7,1504.1
1363.9,1220.3
77.719,2099.5
1070.1,534.23
1844.2,357.69
1824.1,1605.1
1727.9,604.7
1775.2,1952.8
1063.8,811.24
1426.3,976.3
1079.7,895.92
2000,301.14
501.52,172.77
997.74,807.89
803.42,1754.2
1258.3,152.15
1021.7,401.77
1424.8,952.18
1442.5,1067.5
1804.7,1801
1155.6,1813.4
811.27,1730.5
1099.4,477.1
1300.8,3.262
452.9,216.93
1557.4,1563.3
933.68,122.32
352,1561.6
1852.9,232.07
862.65,728.13
478.28,1103.9
2032.5,192.19
1267.7,224.95
1656.8,1909
618.35,1367.3
1837.3,777.86
1813.8,1655.5
301.44,600.09
678.57,1225.5
1049.3,662.37
1860.2,1913.2
574.85,159.91
1435.5,414.44
168.73,451.81
1591.3,2022.5
1866.5,298.86
923.58,1431.8
1573.9,330.32
1750.6,190.04
29.31,174.6
1736.8,139.77
1467.5,1592.4
1983.8,1415.8
84.787,358.97
1810.9,1788.2
1747.5,668
1007.7,1372.8
1895.6,186.74
1.4335,2071.4
630.65,1596.2
1559.1,1841.6
1211.1,781.43
273.27,614.46
1401.6,1048.7
685.32,1851.4
592.76,1250.7
1553,580.7
1241.7,155.7
340.76,941.25
1346.2,33.633
1715.2,1780.7
259.54,669.04
1284.8,286.31
1867,231.43
