1712.1,1333.5
1700.8,1842.3
1441.2,1039.6
1729,982.38
1671.4,79.506
1672,111.35
726.9,1026.6
197.75,841.67
836.33,1089
1643.3,1398.7
1361.1,581.13
1325,710.6
1922.2,713.68
1323.9,1132.8
1282.4,641.31
1342.8,936.74
1546,1319.6
1973.5,1333
731.06,1198.1
1608.6,-78.277
1946.2,692.07
1760.9,44.161
1151.3,664.58
915.33,784.39
1792.2,249.12
196.28,827.81
1364.9,887.4
1813.7,59.687
459.39,660.95
883.46,868.8
1800.2,-32.325
1588.9,5.9782
270.75,791.38
1559.8,113.19
1176.1,766.26
1592.4,-153.53
1445,1320.7
2127.1,795.34
449.35,604.2
1291.7,614.04
1623.4,1435
806.86,739.33
1897.6,1083.2
1609.1,44.799
1688.6,1577.6
1723.9,-41.833
540.14,865.72
949.46,726.58
509.63,733.35
1726.8,-46.711
1513.8,-14.626
911.72,1821.7
222.28,941.27
1676.2,1387.4
1374,618.32
978.92,439.86
1327.9,894.74
1713.4,1786
1362.3,714.32
219.08,1014.3
1560.2,1307.6
1453.8,914.11
1413.1,713.14
1885.1,1736.1
1336,1116.6
1711.8,-56.938
1022,690.51
2072.9,768.63
1822.9,-66.75
484.51,698.75
1207.9,659.37
484.93,781.02
474.86,889.87
705.9,1012.8
1705.2,55.993
920.01,642.28
1872.7,1378.6
1861.8,1881.3
1653.2,69.492
1366.8,859.77
1888.3,1258.3
1146.9,792.87
759.78,853.44
410.38,882.62
1091.3,714.31
1443.5,1428.1
1995.6,1337.3
1977.9,850.57
1398.7,722.27
1304.6,1013.2
1511.5,-210.72
1425.7,697.19
1810.9,85.593
1567.9,920.3
1103.5,673.43
1162.8,766.08
1370.4,669.69
1364.3,848.22
1554.2,1.5355
2045.9,749.68
1321.2,566.72
1265,79.627
1727.4,1821.5
1594.2,1362.2
673.87,1041.9
503.69,798.17
890.38,592.28
2018,731.08
377.89,905.68
2019.8,1315
1376.6,627.68
1744.1,224.5
1222.3,1530.1
1678.3,86.511
1726.8,1985.3
1410.8,690.45
1383.6,898.79
1329.1,663.65
2066.7,788.38
1186.3,985.44
2064.5,824.39
1725,-129.31
279.65,1800.7
1655.3,254.61
1583.4,1387.8
1858.9,59.29
1642.3,2.1824
1118.6,766.1
1658.9,-119.65
1267.5,940.43
1825.9,1414.1
1163.7,789.3
1815.3,1780.2
1941.1,1428.5
298.42,968.53
1482.5,1252.4
1797.6,1407.9
1441.8,1144.7
1096.8,875.46
1885.6,527.29
339.41,1073.4
1744,-180.71
1378.5,1159.4
1252.2,805.4
950.57,590.13
1615.1,1208
1919.8,755.06
1908.9,1047.7
1929.8,1265.7
1577.2,24.954
929.17,856.35
1999.9,1355.2
1319.3,1067.9
780.4,900.37
1736.2,-35.366
776.57,980.61
1636.4,-20.132
1283.5,648.57
1795.8,944.86
779.06,1023.7
1785.2,1159.2
1040.7,706.99
342.88,846.33
965.22,353.45
1521.9,724.68
1714.1,1764.2
615.26,888.78
1684.2,1872.1
1338.2,1059.2
1122.2,726.81
935.59,745.5
1356.3,639.04
1418.3,952.54
1604.3,1492.5
1645.2,-40.493
1485.6,1423.9
770.5,919.62
1527.3,-13.087
41.605,396.98
1988.6,773.69
1613.6,73.413
1768.3,1783.3
1576.8,1491.3
1190.1,647.84
1655.7,1332.9
1386.9,1262.5
1761.3,-55.751
167.79,1835.2
1365.4,623.96
1645.3,1758.7
203.61,768.47
1723.9,24.6
1743.1,-185.42
1380.2,1030.3
1561.7,1702.4
1397.7,1227.8
515.12,884.34
1411.4,620.51
330.65,823.83
1491.9,455.09
1628.4,27.182
1943.7,1282.9
1792.8,-2.4938
343.3,801.8
1222.3,245.68
1473.7,1463.8
141.81,1263.2
333.33,1038.1
893.88,906.25
1398.2,1083.4
2021.1,650.34
1916.5,1122.8
1548.9,-48.02
385.84,833.87
1332.5,1372.5
1596.8,498.07
2060.9,769.87
1497.7,675.11
1229.8,949.05
1790.1,636.03
1308.8,996.49
810.7,782.98
1766.9,1742
1897.6,1241.4
954.89,647.61
1751.9,1857.9
807.26,922.88
1023.8,874.51
215.1,764.19
1650.3,1278
1417.7,676.07
1819.9,1434.8
929.49,1313.7
1803.1,1867.8
1599.9,1237
1525.8,1427.1
1397.4,1756.8
1740,16.917
1353.2,1010.3
1302.5,1184.7
1488.4,1311
848.03,747.7
1370.5,477.77
2108.1,828.91
1924.6,818.61
1420.1,865.25
1278.3,942.98
251.17,995.17
1729.8,47.579
1971,1209.5
1241.4,982.76
994.99,917.01
842.44,1015.4
1523.2,111.38
2052.7,785.32
252.11,812.46
1457.4,749.69
879.46,877.3
315.27,820.39
1649.9,-73.048
1011.7,724.3
1831,1382.8
1185.3,808.69
1723.4,136.32
2068.7,1148.5
1532.6,995.04
1583.2,16.521
1483.2,59.744
1717.5,104.35
712.92,849.5
2067.1,788.13
264.08,793.23
1272.7,804.49
1551.6,1402.2
1820.5,91.675
723.49,968.35
1275.9,658.08
1516.2,1063.2
865.35,856.28
1614.3,1217
940.97,1384.8
418.46,854.94
1387.3,966.84
1867.7,1332.5
1200.8,654.75
2010.4,512.07
1835.5,1716.3
1417.2,669.18
1067.9,773.76
1335.1,964.62
1720.3,30.942
400.15,941.51
1891.4,1467.1
1768.2,1477.8
571.54,88.576
1321.4,1384.3
1707.6,30.723
1761.5,131.32
1573.2,1347.9
5.6665,1455.7
1237.6,620.79
1895.8,767.17
1581,1423.5
750.26,937.05
1451.1,653.18
569.57,1132.4
830.31,904.08
1738,1042.6
828.32,798.42
1349,898.52
1712.8,-47.187
1093,461.44
966.6,1189.9
1189.7,732.46
1313.9,656.84
1269.3,1016.1
1825.3,1244.6
771.84,789.03
2109.6,1210.8
1636.8,-115.86
733.8,885.54
1138.7,944.63
1535.3,1418.7
1733,1740.5
1985.2,812.75
1891,1433.3
1592.2,1397.1
1475.1,1408.1
463.3,803.5
413.13,3.2169
1945.4,824.77
1237.1,817.63
483.79,283.49
761.07,867.06
756.42,1999.3
1096.2,1028.2
1627.7,1341.3
1770.5,2053.5
1743.4,-79.091
1441.5,813.67
277.55,1039.9
1198.3,853.69
1509.2,1049.6
1831.3,1674.9
455.03,736.84
1976.9,859.71
1276.7,873.29
1844.8,924.01
1612.9,72.191
1831.4,1782.7
859.51,1204.2
1319.1,737.77
1636,1786.2
874.74,923.07
1850.1,1342.9
1853.9,1382.2
1535,775.52
1772.2,1865.1
862.96,1008.8
1653.3,1788.3
715.9,790.32
1631.2,1791.8
1739.4,125.99
1251.1,899.23
937.3,952.95
1872.4,808.63
1056,817.25
1588.7,-121.36
305.8,976.43
17.571,1723.2
1832.9,49.833
1238.1,963.29
1394.2,963.02
1316,803.45
525.46,241.45
2010,1871.8
1418.2,782.65
2073,772.59
1295.3,1235.3
1731.1,1571.3
913.75,557.01
1079.5,641.92
1281.9,889.94
1876.6,1539
